s_m,kappa_1pm
3.854703600913470609e+02,3.255293859511103338e-02
3.862428457829129229e+02,2.882974606896709924e-02
3.870153314744787281e+02,2.544879160395693493e-02
3.877878171660445332e+02,2.236536462043320350e-02
3.885603028576103952e+02,1.953149805690566898e-02
3.893327885491762004e+02,1.689918900463205018e-02
3.901052742407420055e+02,1.442948725715092334e-02
3.908777599323078675e+02,1.208638755775302137e-02
3.916502456238736727e+02,9.836013773886194064e-03
3.924227313154395347e+02,7.646209383017602175e-03
3.931952170070053398e+02,5.482091287489014933e-03
3.939677026985711450e+02,3.308173173237919859e-03
3.947401883901370070e+02,1.088634837799407756e-03
3.955126740817028121e+02,-1.105927505772697416e-03
3.962851597732686173e+02,-1.808622388001067871e-03
3.970576454648344793e+02,-1.918385595536081919e-03
3.978301311564002845e+02,-2.030856109027409217e-03
3.986026168479660896e+02,-2.145735560574812441e-03
3.993751025395319516e+02,-2.262697543930385687e-03
4.001475882310977568e+02,-2.381397283427056071e-03
4.009200739226636188e+02,-2.501444028814170471e-03
4.016925596142294239e+02,-2.622401411072949017e-03
4.024650453057952291e+02,-2.743788701585552717e-03
4.032375309973610911e+02,-2.865083047070179825e-03
4.040100166889268962e+02,-2.985722731252335709e-03
4.047825023804927014e+02,-3.105111488313487111e-03
4.055549880720585634e+02,-3.222623863310455656e-03
4.063274737636243685e+02,-3.337611581833858747e-03
4.070999594551901737e+02,-3.449410856271411824e-03
4.078724451467560357e+02,-3.557327570309605849e-03
4.086449308383218408e+02,-3.660628497977750587e-03
4.094174165298877028e+02,-3.758707123326439359e-03
4.101899022214535080e+02,-3.850925276963484533e-03
4.109623879130193131e+02,-3.936676314962839728e-03
4.117348736045851751e+02,-4.015394662637816400e-03
4.125073592961509803e+02,-4.086564895197718900e-03
4.132798449877167855e+02,-4.149730110444222256e-03
4.140523306792826475e+02,-4.204499362674485492e-03
4.148248163708484526e+02,-4.250491253128116029e-03
4.155973020624142578e+02,-4.287337175473047123e-03
4.163697877539801198e+02,-4.315064940203380828e-03
4.171422734455459249e+02,-4.333604274454083173e-03
4.179147591371117869e+02,-4.342967670079228744e-03
4.186872448286775921e+02,-4.343248864798557492e-03
4.194597305202433972e+02,-4.334619809366196952e-03
4.202322162118092592e+02,-4.317326231807452376e-03
4.210047019033750644e+02,-4.291681949524815860e-03
4.217771875949408695e+02,-4.258062113006373314e-03
4.225496732865067315e+02,-4.216786169941488978e-03
4.233221589780725367e+02,-4.168460497997426850e-03
4.240946446696383418e+02,-4.113603870442163191e-03
4.248671303612042038e+02,-4.052753549839454433e-03
4.256396160527700090e+02,-3.986464903672579801e-03
4.264121017443358710e+02,-3.915303034015178013e-03
4.271845874359016761e+02,-3.839834869164484178e-03
4.279570731274674813e+02,-3.760621862718319976e-03
4.287295588190333433e+02,-3.678213415267493191e-03
4.295020445105991485e+02,-3.593141102520010493e-03
4.302745302021649536e+02,-2.953686540915049369e-03
4.310470158937308156e+02,-1.591202809587708615e-03
4.318195015852966208e+02,-2.922091208945170877e-04
4.325919872768624259e+02,9.594461377338868793e-04
4.333644729684282879e+02,2.176809478674811629e-03
4.341369586599940931e+02,3.371627759735890822e-03
4.349094443515599551e+02,4.554669112715365592e-03
4.356819300431257602e+02,5.735990412815865531e-03
4.364544157346915654e+02,6.925163802571037211e-03
4.372269014262574274e+02,8.131674091277074634e-03
4.379993871178232325e+02,9.365902109200146056e-03
4.387718728093890377e+02,1.063645699237074881e-02
4.395443585009548997e+02,1.195269433380767056e-02
4.403168441925207048e+02,1.332425483165002207e-02
4.410893298840865100e+02,1.476116574535733285e-02
4.418618155756523720e+02,1.627392290237138217e-02
4.426343012672181771e+02,1.787354658124960458e-02
4.434067869587840391e+02,1.957339980183865624e-02
4.441792726503498443e+02,2.138532116778178033e-02
4.449517583419156495e+02,2.332031438887833055e-02
4.457242440334815115e+02,2.539079376034221111e-02
4.464967297250473166e+02,2.760893436659606071e-02
4.472692154166131218e+02,2.998610546597060139e-02
4.480417011081789838e+02,3.253204743111993980e-02
4.488141867997447889e+02,3.525372589216670127e-02
4.495866724913105941e+02,3.815379860000094048e-02
4.503591581828764561e+02,4.122864778792080520e-02
4.511316438744422612e+02,4.446597320508934720e-02
4.519041295660081232e+02,4.784201975031585063e-02
4.526766152575739284e+02,5.131863833310929685e-02
4.534491009491397335e+02,5.484055098912707371e-02
4.542215866407055955e+02,5.833055553672075733e-02
4.549940723322714007e+02,6.169111328928125054e-02
4.557665580238372058e+02,6.480945233666861316e-02
4.565390437154030678e+02,6.756142034586616607e-02
4.573115294069688730e+02,6.676159729617868466e-02
4.580840150985346781e+02,6.247832945320411224e-02
4.588565007901005401e+02,5.803887111471793536e-02
4.596289864816663453e+02,5.358282287031239377e-02
4.604014721732322073e+02,4.921477998659405662e-02
4.611739578647980125e+02,4.500421163829780580e-02
4.619464435563638176e+02,4.099391376728760139e-02
4.627189292479296796e+02,3.720535313356213708e-02
4.634914149394954848e+02,3.364390646723254552e-02
4.642639006310612899e+02,3.030342412264061189e-02
4.650363863226271519e+02,2.716989339828144653e-02
4.658088720141929571e+02,2.422419112415966427e-02
4.665813577057587622e+02,2.144402514960631889e-02
4.673538433973246242e+02,1.880520424730478674e-02
4.681263290888904294e+02,1.631528018779384442e-02
4.688988147804562914e+02,1.577814835068259633e-02
4.696713004720220965e+02,1.550655476659915447e-02
4.704437861635879017e+02,1.523398100372414313e-02
4.712162718551537637e+02,1.496091901807345553e-02
4.719887575467195688e+02,1.468782717106380600e-02
4.727612432382853740e+02,1.441513028574247651e-02
4.735337289298512360e+02,1.414321998154656999e-02
4.743062146214170411e+02,1.387245525041117672e-02
4.750787003129828463e+02,1.360316323825416784e-02
4.758511860045487083e+02,1.333564019758447933e-02
4.766236716961145135e+02,1.307015257908482504e-02
4.773961573876803755e+02,1.280693823239691456e-02
4.781686430792461806e+02,1.254620768888988283e-02
4.789411287708119858e+02,1.228814550182927116e-02
4.797136144623778478e+02,1.203291162201843706e-02
4.804861001539436529e+02,1.178064278959062815e-02
4.812585858455094581e+02,1.153145392514590487e-02
4.820310715370753201e+02,1.128543950581370470e-02
4.828035572286411252e+02,1.104267491405237951e-02
4.835760429202069304e+02,1.080321774905649776e-02
4.843485286117727924e+02,1.056710909251826550e-02
4.851210143033385975e+02,1.033437472217816136e-02
4.858934999949044595e+02,1.010502626810215292e-02
4.866659856864702647e+02,9.879062307944632554e-03
4.874384713780360698e+02,9.656469398602667356e-03
4.882109570696019318e+02,9.437223042650919047e-03
4.889834427611677370e+02,9.221288588777274559e-03
4.897559284527335421e+02,9.008622066128020578e-03
4.905284141442994041e+02,8.799170953034193485e-03
4.913008998358652093e+02,8.592874881034839180e-03
4.920733855274310145e+02,8.389666275454983960e-03
4.928458712189968765e+02,8.189470934044635816e-03
4.936183569105626816e+02,7.992208545351773066e-03
4.943908426021284868e+02,7.797793148596613225e-03
4.951633282936943488e+02,7.606133536846186594e-03
4.959358139852601539e+02,7.417133605263198301e-03
4.967082996768260159e+02,7.230692646130959002e-03
4.974807853683918211e+02,7.046721091288926653e-03
4.982532710599576262e+02,6.865097604551387810e-03
4.990257567515234882e+02,6.685702800554815112e-03
4.997982424430892934e+02,6.508419393551566866e-03
5.005707281346550985e+02,6.333126253842756397e-03
5.013432138262209605e+02,6.159698411190487818e-03
5.021156995177867657e+02,5.988007012067212732e-03
5.028881852093525708e+02,5.817919230695521235e-03
5.036606709009184328e+02,5.649298133484827004e-03
5.044331565924842380e+02,5.482002496096775347e-03
5.052056422840501000e+02,5.315886571966762716e-03
5.059781279756159051e+02,5.150799810672431270e-03
5.067506136671817103e+02,7.503759183974171437e-03
5.075230993587475723e+02,1.760698464750204764e-02
5.082955850503133775e+02,2.849253231310655207e-02
5.090680707418791826e+02,3.967172322369150878e-02
5.098405564334450446e+02,5.109537346530729218e-02
5.106130421250108498e+02,6.256869206189984156e-02
5.113855278165766549e+02,7.370426361335069565e-02
5.121580135081425169e+02,7.973424842072593388e-02
5.129304991997083789e+02,7.726609077062682185e-02
5.137029848912741272e+02,7.517531886558974363e-02
5.144754705828399892e+02,7.365283702172679969e-02
5.152479562744058512e+02,7.270791166558122909e-02
5.160204419659715995e+02,7.234729498440423123e-02
5.167929276575374615e+02,7.257865266873753107e-02
5.175654133491033235e+02,7.341228202748484311e-02
5.183378990406690718e+02,7.486122055192097335e-02
5.191103847322349338e+02,7.693961935261189877e-02
5.198828704238007958e+02,7.965900223197784624e-02
5.206553561153665441e+02,8.302178967869781878e-02
5.214278418069324061e+02,8.651354754877120523e-02
5.222003274984982681e+02,8.536751416328110242e-02
5.229728131900640165e+02,8.337570221367035517e-02
5.237452988816298785e+02,8.085420382116263738e-02
5.245177845731957404e+02,7.795675834997603526e-02
5.252902702647616024e+02,7.482955414520699178e-02
5.260627559563273508e+02,7.160329005905818889e-02
5.268352416478932128e+02,6.838690136168053268e-02
5.276077273394590748e+02,6.526556712221608103e-02
5.283802130310248231e+02,6.230181147481950177e-02
5.291526987225906851e+02,5.953843846210740698e-02
5.299251844141565471e+02,5.700225476047635076e-02
5.306976701057222954e+02,5.470785331165112231e-02
5.314701557972881574e+02,5.266103428017956251e-02
5.322426414888540194e+02,5.086167315592490801e-02
5.330151271804197677e+02,4.930599919685565297e-02
5.337876128719856297e+02,4.798833338460799236e-02
5.345600985635514917e+02,4.690237325557324727e-02
5.353325842551172400e+02,4.604212058832020393e-02
5.361050699466831020e+02,4.540254066396712945e-02
5.368775556382489640e+02,4.498002759798826189e-02
5.376500413298147123e+02,4.477273417593344296e-02
5.384225270213805743e+02,4.478080915602367096e-02
5.391950127129464363e+02,4.500657088237407233e-02
5.399674984045121846e+02,4.545810959007722668e-02
5.407399840960780466e+02,4.613919625779392547e-02
5.415124697876439086e+02,4.705879383276771050e-02
5.422849554792097706e+02,4.822850320177599764e-02
5.430574411707755189e+02,4.966200974277588942e-02
5.438299268623413809e+02,5.137468491401712273e-02
5.446024125539072429e+02,5.338288864180992105e-02
5.453748982454729912e+02,5.570283333275297816e-02
5.461473839370388532e+02,5.834882922643039316e-02
5.469198696286047152e+02,6.133069418207086343e-02
5.476923553201704635e+02,6.465009562804155396e-02
5.484648410117363255e+02,6.829661923582674987e-02
5.492373267033021875e+02,7.224357686295741765e-02
5.500098123948679358e+02,7.642463928306855725e-02
5.507822980864337978e+02,8.074378814089216982e-02
5.515547837779996598e+02,8.369286348351433202e-02
5.523272694695654081e+02,8.119618247956959800e-02
5.530997551611312701e+02,7.741870735787875768e-02
5.538722408526971321e+02,7.285707715633092663e-02
5.546447265442628805e+02,6.781747352412759167e-02
5.554172122358287425e+02,6.254929334652824247e-02
5.561896979273946044e+02,5.725513727342004117e-02
5.569621836189603528e+02,5.208674646154800442e-02
5.577346693105262148e+02,4.714695164659839233e-02
5.585071550020920768e+02,4.249687449055749439e-02
5.592796406936579388e+02,3.816514255463494820e-02
5.600521263852236871e+02,3.415786314893411862e-02
5.608246120767895491e+02,3.046221288371868396e-02
5.615970977683554111e+02,2.705961881145831777e-02
5.623695834599211594e+02,2.392506103710936166e-02
5.631420691514870214e+02,2.103061233822443865e-02
5.639145548430528834e+02,1.834847518904502567e-02
5.646870405346186317e+02,1.585172470075341469e-02
5.654595262261844937e+02,1.351491556428690947e-02
5.662320119177503557e+02,1.131433285232069305e-02
5.670044976093161040e+02,9.228018341739812822e-03
5.677769833008819660e+02,7.235662295463596641e-03
5.685494689924478280e+02,5.319673377709212454e-03
5.693219546840135763e+02,3.461482108965012894e-03
5.700944403755794383e+02,1.642409310801495707e-03
5.708669260671453003e+02,-1.534159395061789977e-04
5.716394117587110486e+02,-1.941346917105605261e-03
5.724118974502769106e+02,-3.736458199750189273e-03
5.731843831418427726e+02,-5.555620097634039571e-03
5.739568688334085209e+02,-7.414237898387807460e-03
5.747293545249743829e+02,-9.327646567201267058e-03
5.755018402165402449e+02,-1.131193743068310137e-02
5.762743259081061069e+02,-1.338390377150222577e-02
5.770468115996718552e+02,-1.556114952509292035e-02
5.778192972912377172e+02,-1.786725464458512047e-02
5.785917829828035792e+02,-2.031788218051846714e-02
5.793642686743693275e+02,-2.293178893631956511e-02
5.801367543659351895e+02,-2.572831276053905852e-02
5.809092400575010515e+02,-2.872590096700609885e-02
5.816817257490667998e+02,-3.180596855223984804e-02
5.824542114406326618e+02,-3.433021205976623941e-02
5.832266971321985238e+02,-3.692606000380709713e-02
5.839991828237642721e+02,-3.969478203461153376e-02
5.847716685153301341e+02,-4.263142308710670542e-02
5.855441542068959961e+02,-4.572258291766914673e-02
5.863166398984617445e+02,-4.894382363011093307e-02
5.870891255900276064e+02,-5.225697648649745009e-02
5.878616112815934684e+02,-5.560771472637941748e-02
5.886340969731592168e+02,-5.892394111585888550e-02
5.894065826647250788e+02,-6.211569805721556953e-02
5.901790683562909408e+02,-6.507737000058400056e-02
5.909515540478566891e+02,-6.768066427641629412e-02
5.917240397394225511e+02,-6.981044870739648578e-02
5.924965254309884131e+02,-7.136124397049077583e-02
5.932690111225542751e+02,-7.133456909373600552e-02
5.940414968141200234e+02,-6.957308010483335969e-02
5.948139825056858854e+02,-6.837297186153473705e-02
5.955864681972517474e+02,-6.771157263705744611e-02
5.963589538888174957e+02,-6.756935629400896703e-02
5.971314395803833577e+02,-6.793945310572128971e-02
5.979039252719492197e+02,-6.880048364335547562e-02
5.986764109635149680e+02,-7.013951269389524790e-02
5.994488966550808300e+02,-7.194339705869183532e-02
6.002213823466466920e+02,-7.419361564228990624e-02
6.009938680382124403e+02,-7.686121137916353263e-02
6.017663537297783023e+02,-7.880778373404227766e-02
6.025388394213441643e+02,-7.409727871686440370e-02
6.033113251129099126e+02,-6.784338668748399193e-02
6.040838108044757746e+02,-6.110480661953403281e-02
6.048562964960416366e+02,-5.420796513007308803e-02
6.056287821876073849e+02,-4.739730892009608870e-02
6.064012678791732469e+02,-4.082987788294467624e-02
6.071737535707391089e+02,-3.459524332084579212e-02
6.079462392623048572e+02,-2.873144052360704706e-02
6.087187249538707192e+02,-2.324058688042024770e-02
6.094912106454365812e+02,-1.810191003062470300e-02
6.102636963370023295e+02,-1.328156713895444624e-02
6.110361820285681915e+02,-8.739523309212239924e-03
6.118086677201340535e+02,-4.434101659457634521e-03
6.125811534116999155e+02,-3.248581908997039483e-04
6.133536391032656638e+02,3.623008112856292064e-03
6.141261247948315258e+02,7.445770477597597747e-03
6.148986104863973878e+02,1.117301613288146193e-02
6.156710961779631361e+02,1.482757028872705961e-02
6.164435818695289981e+02,1.842617716282888771e-02
6.172160675610948601e+02,2.197895535277240298e-02
6.179885532526606085e+02,2.534447754454952073e-02
6.187610389442264704e+02,2.396709437786289851e-02
6.195335246357923324e+02,2.041241053216722584e-02
6.203060103273580808e+02,1.696032824775735998e-02
6.210784960189239428e+02,1.358962040282893011e-02
6.218509817104898048e+02,1.027518706125706699e-02
6.226234674020555531e+02,6.988730443940357855e-03
6.233959530936214151e+02,3.698377232458840026e-03
6.241684387851872771e+02,3.668109220094403333e-04
6.249409244767530254e+02,-3.043167182960116075e-03
6.257134101683188874e+02,-6.572100252753217652e-03
6.264858958598847494e+02,-1.026418470114498667e-02
6.272583815514504977e+02,-1.416758600661310701e-02
6.280308672430163597e+02,-1.833449948724605663e-02
6.288033529345822217e+02,-2.282066412009537554e-02
6.295758386261480837e+02,-2.768852183503301909e-02
6.303483243177138320e+02,-3.299140210210877583e-02
6.311208100092796940e+02,-3.877454880758913341e-02
6.318932957008455560e+02,-4.506948336335342420e-02
6.326657813924113043e+02,-5.187703377094109169e-02
6.334382670839771663e+02,-5.914751578678836830e-02
6.342107527755430283e+02,-6.675844811793271716e-02
6.349832384671087766e+02,-7.446747549175654346e-02
6.357557241586746386e+02,-8.191662316871765881e-02
6.365282098502405006e+02,-8.863324143438110203e-02
6.373006955418062489e+02,-9.407563180044542506e-02
6.380731812333721109e+02,-9.772324570267273969e-02
6.388456669249379729e+02,-9.816985463412115920e-02
6.396181526165037212e+02,-9.034063075540779697e-02
6.403906383080695832e+02,-8.368400094631062158e-02
6.411631239996354452e+02,-7.839432233505971848e-02
6.419356096912011935e+02,-7.435550468168793115e-02
6.427080953827670555e+02,-7.145943511213694033e-02
6.434805810743329175e+02,-6.962163313236952034e-02
6.442530667658986658e+02,-6.878851958599156713e-02
6.450255524574645278e+02,-6.894088211617079021e-02
6.457980381490303898e+02,-7.009611724520456444e-02
6.465705238405962518e+02,-7.231044959420573903e-02
6.473430095321620001e+02,-7.568122792828173295e-02
6.481154952237278621e+02,-8.034812913709492299e-02
6.488879809152937241e+02,-8.649010934598373723e-02
6.496604666068594724e+02,-9.431155483610663415e-02
6.504329522984253344e+02,-1.040057670982597188e-01
6.512054379899911964e+02,-1.124583044162620615e-01
6.519779236815569448e+02,-1.085583211616805849e-01
6.527504093731228068e+02,-1.006671375909133914e-01
6.535228950646886688e+02,-9.011846575102955281e-02
6.542953807562544171e+02,-7.820783266555945967e-02
6.550678664478202791e+02,-6.590905172266522949e-02
6.558403521393861411e+02,-5.390532464454315942e-02
6.566128378309518894e+02,-4.261977121472192154e-02
6.573853235225177514e+02,-3.217526101348429368e-02
6.581578092140836134e+02,-2.257121355161450030e-02
6.589302949056493617e+02,-1.372948779104238640e-02
6.597027805972152237e+02,-5.537982228753983091e-03
6.604752662887810857e+02,2.121891824546985258e-03
6.612477519803468340e+02,9.358963743414638534e-03
6.620202376719126960e+02,1.608874311208980182e-02
6.627927233634785580e+02,1.590035136000186866e-02
6.635652090550444200e+02,1.475564205994495982e-02
6.643376947466101683e+02,1.367095419067314473e-02
6.651101804381760303e+02,1.264162928018079668e-02
6.658826661297418923e+02,1.166317674181851713e-02
6.666551518213076406e+02,1.073130305661656146e-02
6.674276375128735026e+02,9.841927135456313147e-03
6.682001232044393646e+02,8.991185408699366513e-03
6.689726088960051129e+02,8.175429442879649303e-03
6.697450945875709749e+02,7.391218258022283841e-03
6.705175802791368369e+02,6.635307006025960123e-03
6.712900659707025852e+02,5.905282364455450607e-03
6.720625516622684472e+02,5.197575570623973705e-03
6.728350373538343092e+02,4.509297210179290423e-03
6.736075230454000575e+02,3.837830720907095278e-03
6.743800087369659195e+02,3.180679223546400633e-03
6.751524944285317815e+02,2.535448834087188248e-03
6.759249801200975298e+02,1.899832313804419468e-03
6.766974658116633918e+02,1.271737651296212922e-03
6.774699515032292538e+02,6.487444117172918049e-04
6.782424371947950021e+02,2.859240869955753439e-05
6.790149228863608641e+02,-5.908371687250369613e-04
6.797874085779267261e+02,-1.211653686928285123e-03
6.805598942694925881e+02,-1.835971863736698744e-03
6.813323799610583364e+02,-2.465999536293240254e-03
6.821048656526241984e+02,-3.104246780525680288e-03
6.828773513441900604e+02,-3.752729606532835029e-03
6.836498370357558088e+02,-4.413730885724762021e-03
6.844223227273216708e+02,-5.089612879030285496e-03
6.851948084188875328e+02,-5.782832187923045951e-03
6.859672941104532811e+02,-6.495954705896466244e-03
6.867397798020191431e+02,-7.231772922954696203e-03
6.875122654935850051e+02,-7.993886741886184824e-03
6.882847511851507534e+02,-8.784542358333641623e-03
6.890572368767166154e+02,-9.606866662143949409e-03
6.898297225682824774e+02,-1.046415639892692498e-02
6.906022082598482257e+02,-1.135988431774721287e-02
6.913746939514140877e+02,-1.229770079967295454e-02
6.921471796429799497e+02,-1.328142921793884837e-02
6.929196653345456980e+02,-1.431505278609604415e-02
6.936921510261115600e+02,-1.540269006117991717e-02
6.944646367176774220e+02,-1.654855558356764858e-02
6.952371224092431703e+02,-1.775690136360305246e-02
6.960096081008090323e+02,-1.903193409451557280e-02
6.967820937923748943e+02,-2.037770213532325708e-02
6.975545794839407563e+02,-2.179794555775428633e-02
6.983270651755065046e+02,-2.329590203037718021e-02
6.990995508670723666e+02,-2.487406122940807526e-02
6.998720365586382286e+02,-2.653386110560785119e-02
7.006445222502039769e+02,-2.827532107148053239e-02
7.014170079417698389e+02,-3.009661045073471625e-02
7.021894936333357009e+02,-3.199355584577859291e-02
7.029619793249014492e+02,-3.395909889715884727e-02
7.037344650164673112e+02,-3.598376895683328552e-02
7.045069507080331732e+02,-3.805156176443164062e-02
7.052794363995989215e+02,-4.014208435292093008e-02
7.060519220911647835e+02,-4.223071015812267237e-02
7.068244077827306455e+02,-4.428774154415765496e-02
7.075968934742963938e+02,-4.627460351956367429e-02
7.083693791658622558e+02,-4.815195945799698174e-02
7.091418648574281178e+02,-4.987828920412467476e-02
7.099143505489938661e+02,-4.994086832251991986e-02
7.106868362405597281e+02,-4.848038300515334492e-02
7.114593219321255901e+02,-4.683962898608487468e-02
7.122318076236913384e+02,-4.505875859378831449e-02
7.130042933152572004e+02,-4.317570681562517276e-02
7.137767790068230624e+02,-4.122431456329149480e-02
7.145492646983889244e+02,-3.924085718942194739e-02
7.153217503899546728e+02,-3.725261570824194707e-02
7.160942360815205348e+02,-3.528244210012617538e-02
7.168667217730863968e+02,-3.334939405613046581e-02
7.176392074646521451e+02,-3.146895195425172126e-02
7.184116931562180071e+02,-2.965032839983373567e-02
7.191841788477838691e+02,-2.790060013064233832e-02
7.199566645393496174e+02,-2.622417164311251561e-02
7.207291502309154794e+02,-2.462324862542254050e-02
7.215016359224813414e+02,-2.309827497878698052e-02
7.222741216140470897e+02,-2.164832141833003196e-02
7.230466073056129517e+02,-2.027142060129023121e-02
7.238190929971788137e+02,-1.896484865015677160e-02
7.245915786887445620e+02,-1.772535614210275431e-02
7.253640643803104240e+02,-1.654935349313866114e-02
7.261365500718762860e+02,-1.543305653035619701e-02
7.269090357634420343e+02,-1.437259822498382529e-02
7.276815214550078963e+02,-1.336411229861479005e-02
7.284540071465737583e+02,-1.240379390046195997e-02
7.292264928381395066e+02,-1.148794191732138530e-02
7.299989785297053686e+02,-1.061298680929303323e-02
7.307714642212712306e+02,-9.775507219218573102e-03
7.315439499128370926e+02,-8.972238014137559614e-03
7.323164356044028409e+02,-8.200071897996969936e-03
7.330889212959687029e+02,-7.456056290542308063e-03
7.338614069875345649e+02,-6.737386795238288137e-03
7.346338926791003132e+02,-6.041398272898857932e-03
7.354063783706661752e+02,-5.365889499771628150e-03
7.361788640622320372e+02,-4.708299457802901482e-03
7.369513497537977855e+02,-4.065959666909052354e-03
7.377238354453636475e+02,-3.436642472338688730e-03
7.384963211369295095e+02,-2.818200370092111343e-03
7.392688068284952578e+02,-2.208552872041585988e-03
7.400412925200611198e+02,-1.605673446357074952e-03
7.408137782116269818e+02,-1.007628078538980870e-03
7.415862639031927301e+02,-4.123376872170290844e-04
7.423587495947585921e+02,1.822598639629575902e-04
7.431312352863244541e+02,7.781059828790383220e-04
7.439037209778902024e+02,1.377153004492008862e-03
7.446762066694560644e+02,1.981377299525640713e-03
7.454486923610219264e+02,2.592792570519246442e-03
7.462211780525876748e+02,3.213828683190829167e-03
7.469936637441535368e+02,2.772967117107255196e-03
7.477661494357193988e+02,1.436531062142251637e-03
7.485386351272852608e+02,8.033618243146488423e-05
7.493111208188510091e+02,-1.301521618564397765e-03
7.500836065104168711e+02,-2.715345191063096419e-03
7.508560922019827331e+02,-4.167852503275578865e-03
7.516285778935484814e+02,-5.666190015094986661e-03
7.524010635851143434e+02,-7.219048377084054564e-03
7.531735492766802054e+02,-8.833956068854299445e-03
7.539460349682459537e+02,-1.051881797577233074e-02
7.547185206598118157e+02,-1.228227234244418965e-02
7.554910063513776777e+02,-1.413316678738826306e-02
7.562634920429434260e+02,-1.608039017050689329e-02
7.570359777345092880e+02,-1.813262255571452056e-02
7.578084634260751500e+02,-2.029797849643460300e-02
7.585809491176408983e+02,-2.258351530721173020e-02
7.593534348092067603e+02,-2.499457606379574745e-02
7.601259205007726223e+02,-2.753393851697903336e-02
7.608984061923383706e+02,-3.020074837268529877e-02
7.616708918839042326e+02,-3.298923168319781163e-02
7.624433775754700946e+02,-3.588721008145186186e-02
7.632158632670358429e+02,-3.887526053400672948e-02
7.639883489586017049e+02,-4.192214560616040753e-02
7.647608346501675669e+02,-4.498460479490759556e-02
7.655333203417334289e+02,-4.800852365768627783e-02
7.663058060332991772e+02,-5.092793345794400378e-02
7.670782917248650392e+02,-5.366653525333828917e-02
7.678507774164309012e+02,-5.613788417182606627e-02
7.686232631079966495e+02,-5.824488391930526809e-02
7.693957487995625115e+02,-5.991591971877783390e-02
7.701682344911283735e+02,-6.108400256388692162e-02
7.709407201826941218e+02,-6.170233548949700941e-02
7.717132058742599838e+02,-6.174994654682192802e-02
